titulo,url,descricao,data_publicacao,img,fonte,positivo,negativo,neutro
"Em fevereiro, IBGE prevê safra de 300,7 milhões de toneladas para 2024",http://agenciadenoticias.ibge.gov.br/agencia-sala-de-imprensa/2013-agencia-de-noticias/releases/39369-em-fevereiro-ibge-preve-safra-de-300-7-milhoes-de-toneladas-para-2024.html,"Em fevereiro, a produção de cereais, leguminosas e oleaginosas estimada para 2024 deve totalizar 300,7 milhões de toneladas, 4,7% menor que a obtida em 2023 (315,4 milhões de toneladas), com redução de 14,7 milhões de toneladas; e 0,9% abaixo da...",2024-03-12 09:00:00,,IBGE,0.8321861,0.10269044,0.06512342
"Nota sobre aborto foi divulgada para criar confusão, diz Nísia Trindade em entrevista à TV",https://valor.globo.com/politica/noticia/2024/03/20/nota-sobre-aborto-foi-divulgada-para-criar-confusao-diz-nisia-trindade-em-entrevista-a-tv.ghtml,"        Ministra descarta haver 'limpeza geral' na Saúde,...  ",2024-03-20 18:17:17+00:00,https://s2-valor.glbimg.com/mC7mhEn4AKE2NBZmJKaTbR7jgFs=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/o/m/n7bQBbRp2pPQjm9WXptQ/0d4a0140.webp,Valor,0.027447777,0.9317555,0.040796753
Olivetto: “Publicidade está muito ruim — e não é saudosismo”,https://braziljournal.com/play/olivetto-a-publicidade-esta-muito-ruim-e-isso-nao-e-saudosismo/,,,,Brazil Journal,0.027447777,0.9317555,0.040796753
"Com maior alta na região Centro-Oeste, preços da construção variam 0,15% em fevereiro",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39383-com-maior-alta-na-regiao-centro-oeste-precos-da-construcao-variam-0-15-em-fevereiro.html,"Parcela dos materiais variou 0,17% em fevereiro, registrando alta tanto em relação a janeiro (0,14%), quanto a fevereiro de 2023 (0,10%) - Foto: Helena Pontes/Agência de Notícias IBGE O Índice Nacional da Construção Civil (Sinapi), divulgado hoje (12)...",2024-03-12 09:00:00,,IBGE,0.027447777,0.9317555,0.040796753
Ouro fecha próximo da estabilidade com decisão do Fed no radar,https://valor.globo.com/financas/noticia/2024/03/20/ouro-fecha-proximo-da-estabilidade-com-decisao-do-fed-no-radar.ghtml,"        Na Comex, o metal precioso com entrega prevista pa...  ",2024-03-20 18:14:20+00:00,https://s2-valor.glbimg.com/gpXoATzsBxi_kei6dEI--Ne7AtA=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2020/T/L/3UQKVNR8mtnP4QypRohg/363631534-0-5.jpg,Valor,0.57707906,0.13297647,0.2899445
"Em fevereiro, Índice Nacional da Construção Civil é de 0,15%",http://agenciadenoticias.ibge.gov.br/agencia-sala-de-imprensa/2013-agencia-de-noticias/releases/39382-em-fevereiro-indice-nacional-da-construcao-civil-e-de-0-15.html,"O Índice Nacional da Construção Civil (Sinapi) variou 0,15% em fevereiro, caindo 0,04 ponto percentual (p.p.) em relação a janeiro de 2024 (0,19%). Em relação a fevereiro de 2023 (0,08%), a taxa foi maior em 0,07 p.p. O acumulado nos últimos doze meses...",2024-03-12 09:00:00,,IBGE,0.57707906,0.13297647,0.2899445
CCJ da Câmara aprova aplicação do Código Florestal a todos os biomas brasileiros; ambientalistas e governo criticam,https://valor.globo.com/politica/noticia/2024/03/20/ccj-da-cmara-aprova-aplicao-do-cdigo-florestal-a-todos-os-biomas-brasileiros-ambientalistas-e-governo-criticam.ghtml,"        Projeto tramita em votação conclusiva na comissão,...  ",2024-03-20 18:05:05+00:00,https://s2-valor.glbimg.com/KepJ6d_AHIzAn7CjXZ2xoWSxD_4=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2023/p/c/2gJAlCQEuxw7Oi17lOOg/img20230426155341474med.jpg,Valor,0.06276013,0.2017118,0.7355281
BofA eleva preço-alvo da Nvidia para US$ 1.100,https://braziljournal.com/tag/research/,,,,Brazil Journal,0.06276013,0.2017118,0.7355281
"Diretoras de Geociências e de Pesquisas tomam posse, e IBGE já tem três mulheres no conselho diretor",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39399-diretoras-de-geociencias-e-de-pesquisas-tomam-posse-e-ibge-ja-tem-tres-mulheres-no-conselho-diretor.html,"Marcio Pochmann formaliza posse das novas diretoras - Foto: Adriana Saraiva/Agência IBGE Notícias O IBGE deu posse hoje, 11, às novas diretoras da Diretoria de Pesquisas (DPE), Elizabeth Belo Hypolito, e da Diretoria de Geociências (DGC), Ivone Lopes...",2024-03-11 17:59:00,,IBGE,0.06276013,0.2017118,0.7355281
"Fed mantém juros entre 5,25% e 5,50% e projeção de três cortes este ano",https://valor.globo.com/financas/noticia/2024/03/20/fed-mantem-juros-entre-525percent-e-550percent-e-projecao-de-tres-cortes-este-ano.ghtml,"        As taxas americanas permanecem, portanto, no maior...  ",2024-03-20 18:01:09+00:00,https://s2-valor.glbimg.com/t5LSbGs6VaQkQCWiGxuv2GQHwh4=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2022/M/p/MGsEBjQlmNiV2Xf0OvBg/594247ce7a58453ebe46eb6ef035b482-0-35e0f92fd2a44717ba65e27385dd0800.jpg,Valor,0.040432375,0.8529818,0.10658583
CI&T cai 20% em 5 dias; BTG vê oportunidade de compra,https://braziljournal.com/tag/tecnologia-e-internet/,,,,Brazil Journal,0.040432375,0.8529818,0.10658583
IBGE divulga em Florianópolis (SC) novos resultados do Censo 2022,http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39398-ibge-divulga-em-florianopolis-sc-novos-resultados-do-censo-2022.html,"Foto: Ricardo Wolffenbttel/SECOM-SC O IBGE divulgará, em 21 de março, às 10h, no Auditório da Associação dos Municípios da Grande Florianópolis (GRANFPOLIS), os resultados do Censo Demográfico 2022: Agregados por Setores Censitários preliminares -...",2024-03-11 17:15:00,,IBGE,0.040432375,0.8529818,0.10658583
FGV Ibre eleva projeções em Boletim Macro com atividade melhor que o esperado,https://valor.globo.com/brasil/noticia/2024/03/20/fgv-ibre-eleva-projees-em-boletim-macro-com-atividade-melhor-que-o-esperado.ghtml,        Edição de março do documento revisa as projeções d...  ,2024-03-20 18:00:35+00:00,https://s2-valor.glbimg.com/fy9GH6lhsokTpXxyaZl0uPc7l9U=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2019/q/R/DubbetSoiYJ940mYXAAQ/calculator-1680905-1920.jpg,Valor,0.80810374,0.057282038,0.13461418
Barron’s recomenda Mercado Livre; P/L de 44x é um dos menores desde 2017,https://braziljournal.com/tag/tecnologia-e-internet/,,,,Brazil Journal,0.80810374,0.057282038,0.13461418
Agenda IBGE de 11 a 17 de março é disponibilizada,http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39362-agenda-ibge-de-11-a-17-de-marco-e-disponibilizada.html,"Agenda IBGE traz a programação do instituto para a semana - Foto: Bel Corção/Brasil com S Já está disponível a Agenda IBGE com as reuniões e eventos do Instituto para a semana do dia 11 a 17 de março, contemplando as divulgações, as reuniões internas e...",2024-03-11 09:00:00,,IBGE,0.80810374,0.057282038,0.13461418
Governador do Rio se diz revoltado com policiais que não estão do lado da segurança pública,https://valor.globo.com/politica/noticia/2024/03/20/governador-do-rio-se-diz-revoltado-com-policiais-que-nao-estao-do-lado-da-seguranca-publica.ghtml,        Claudio Castro disse que espera que o desfecho do...  ,2024-03-20 18:00:15+00:00,https://s2-valor.glbimg.com/_fXFLAaawNN691rUCuvv0m3RFak=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/y/Z/ZVOrQ8RryePijn6bKiow/106206328-ri-20rio-20de-20janeiro-20rj-2011-03-2024-20governador-20cl-c3-a1udio-20castro-20participa-20de-20evento-20no-20centro-20in.jpg,Valor,0.027267776,0.93139267,0.041339584
"Nubank pode se aliar à Oxxo ou Walmex no México, diz Bradesco",https://braziljournal.com/tag/research/,,,,Brazil Journal,0.027267776,0.93139267,0.041339584
"Em Brasília, IBGE amplia Diálogos Institucionais visando o fortalecimento da carreira, comunicação e parcerias",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39365-em-brasilia-ibge-amplia-dialogos-institucionais-visando-o-fortalecimento-da-carreira-comunicacao-e-parcerias.html,Presidente do IBGE com a ministra Sonia Guajajara em entendimentos sobre o mapeamento fundiário das terras indígenas – Fotos: Acervo IBGE O Instituto Brasileiro de Geografia e Estatística (IBGE) realizou em Brasília novas rodadas de reuniões dos Diálogos...,2024-03-08 16:45:00,,IBGE,0.027267776,0.93139267,0.041339584
Como declarar aposentadoria no Imposto de Renda 2024,https://valor.globo.com/financas/imposto-de-renda-2024/noticia/2024/03/20/como-declarar-aposentadoria-no-imposto-de-renda-2024.ghtml,        Aposentados acima de 65 anos apresentam uma 'isenç...  ,2024-03-20 17:37:38+00:00,https://s2-valor.glbimg.com/qn6PQPUXWt6rWL8s8lo1HdDgfXI=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2023/f/I/xEa8mTSG6TYbWLH7SyAg/64-1.jpg,Valor,0.07532343,0.10053682,0.8241398
JP Morgan dá ‘compra’ na Porto; vê competição mais racional,https://braziljournal.com/tag/research/,,,,Brazil Journal,0.07532343,0.10053682,0.8241398
"Mulheres pretas ou pardas gastam mais tempo em tarefas domésticas, participam menos do mercado de trabalho e são mais afetadas pela pobreza",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39358-mulheres-pretas-ou-pardas-gastam-mais-tempo-em-tarefas-domesticas-participam-menos-do-mercado-de-trabalho-e-sao-mais-afetadas-pela-pobreza.html,"Em 2022, mulheres pretas ou pardas dedicaram 1,6 hora a mais por semana a afazeres domésticos e cuidados de pessoas do que as brancas - Foto: Licia Rubinstein/Agência IBGE Notícias No Brasil, as mulheres pretas ou pardas são mais afetadas pelas...",2024-03-08 10:00:00,,IBGE,0.07532343,0.10053682,0.8241398
Rússia critica planos da UE de enviar lucros de ativos congelados à Ucrânia,https://valor.globo.com/mundo/noticia/2024/03/20/rssia-critica-planos-da-ue-de-enviar-lucros-de-ativos-congelados-ucrnia.ghtml,"        Se aprovado, plano deve desviar a maioria dos lucr...  ",2024-03-20 17:27:03+00:00,https://s2-valor.glbimg.com/bMdx7lSrklb0_k4MSyCOKW3LPXE=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2020/L/0/O3pekIR7uWGy9GpEBbng/ap20133470950225.jpg,Valor,0.028310744,0.93571407,0.03597521
BTG joga a toalha na Vale; rebaixa papel para ‘neutro’,https://braziljournal.com/tag/research/,,,,Brazil Journal,0.028310744,0.93571407,0.03597521
Webinários do Hub Regional para Big Data discutem experimentos com dados alternativos,http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39351-webinarios-do-hub-regional-para-big-data-discutem-experimentos-com-dados-alternativos.html,"O Hub Regional da ONU para Big Data no Brasil realizará uma série de webinários para apresentar experiências de utilização de fontes de dados alternativos na produção de indicadores confiáveis. O primeiro seminário será em 15 de março, às 13h, e abordará...",2024-03-07 09:28:32,,IBGE,0.028310744,0.93571407,0.03597521
Provável expulsão de Bivar gera corrida entre deputados do União Brasil para substituí-lo na 'prefeitura' da Câmara,https://valor.globo.com/politica/noticia/2024/03/20/provavel-expulsao-de-bivar-gera-corrida-entre-deputados-do-uniao-brasil-para-substitui-lo-na-prefeitura-da-camara.ghtml,        Primeira-secretaria da Câmara cuida dos contratos...  ,2024-03-20 17:24:44+00:00,https://s2-valor.glbimg.com/571ptmhSofMh6yRIhhaF0lfLdUE=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2022/G/K/jOg8scSdOyMj4mqLaGkA/foto01pol-101-bivar-a12.jpg,Valor,0.024325492,0.92942923,0.046245176
Quem ganha e quem perde com o ‘boom’ da BYD e GWM no Brasil,https://braziljournal.com/tag/carro-eletrico/,,,,Brazil Journal,0.024325492,0.92942923,0.046245176
"Produção industrial recua 1,6% em janeiro após dois meses em alta",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39345-producao-industrial-recua-1-6-em-janeiro-apos-dois-meses-em-alta.html,"Indústrias extrativistas e produtos alimentícios influenciam recuo da indústria em janeiro de 2024 - Foto: Agência Vale A produção industrial recuou 1,6% na passagem de dezembro de 2023 para janeiro de 2024, após acumular expansão de 2,9% no período...",2024-03-06 09:00:00,,IBGE,0.024325492,0.92942923,0.046245176
Moradores seguem sem energia em bairros de SP após 48 horas do apagão,https://valor.globo.com/brasil/noticia/2024/03/20/moradores-seguem-sem-energia-em-bairros-de-sp-apos-48-horas-do-apagao.ghtml,"        Apesar de a Enel, concessionária de energia, afirm...  ",2024-03-20 17:21:49+00:00,https://s2-valor.glbimg.com/VT1L5SosVPH-dHOcUUiAxCJ8zSk=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/9/8/OGNOwwSBACGQCBMUNyxQ/apagao-em-sao-paulo-falta-de-luz-enel-paulo-pinto-agencia-brasil.webp,Valor,0.030803846,0.9354743,0.03372191
"Os cinco motivos para comprar C&A, segundo a XP",https://braziljournal.com/tag/research/,,,,Brazil Journal,0.030803846,0.9354743,0.03372191
"Produção industrial recua 1,6% em janeiro",http://agenciadenoticias.ibge.gov.br/agencia-sala-de-imprensa/2013-agencia-de-noticias/releases/39344-producao-industrial-recua-1-6-em-janeiro.html,"Em janeiro de 2024, a produção industrial nacional recuou 1,6% frente a dezembro de 2023, na série com ajuste sazonal. Na comparação com janeiro de 2023, a indústria cresceu 3,6%, registrando o sexto resultado positivo consecutivo neste tipo de...",2024-03-06 09:00:00,,IBGE,0.030803846,0.9354743,0.03372191
Castro vai ao STF para questionar dívida do Rio com União,https://valor.globo.com/politica/noticia/2024/03/20/castro-vai-entrar-com-ao-no-stf-para-questionar-dvida-do-rio-com-unio.ghtml,        Dívida do Rio de Janeiro já ultrapassou R$ 188 bil...  ,2024-03-20 17:16:23+00:00,https://s2-valor.glbimg.com/U5w6y-tzxm-G04x6wCIzhgfEecU=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/o/r/BCttupTAqnyIQpCrTuNA/foto05pol-301-rio-a9.jpg,Valor,0.02532253,0.91707075,0.05760671
"Na Renner, a coisa pode estar melhor do que parece",https://braziljournal.com/tag/research/,,,,Brazil Journal,0.02532253,0.91707075,0.05760671
IBGE discute o presente e o futuro das estatísticas no mundo na 55ª Sessão da Comissão de Estatística da ONU,http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39321-ibge-discute-o-presente-e-o-futuro-das-estatisticas-no-mundo-na-55-sessao-da-comissao-de-estatistica-da-onu.html,"A delegação do IBGE participou de 32 Sessões ordinárias e 8 eventos paralelos - Foto: Arquivo UNSC O presente e o futuro das estatísticas globais, integração regional, novos indicadores ambientais e a retomada do protagonismo internacional do Instituto...",2024-03-05 15:00:42,,IBGE,0.02532253,0.91707075,0.05760671
Alexandre Padilha se reúne com bancada evangélica em meio a tratativas da PEC das Igrejas,https://valor.globo.com/politica/noticia/2024/03/20/alexandre-padilha-se-reune-com-bancada-evangelica-em-meio-a-tratativas-da-pec-das-igrejas.ghtml,        Governo negocia a aprovação da PEC que isenta inst...  ,2024-03-20 17:15:28+00:00,https://s2-valor.glbimg.com/8GozyoChFnWpnZ5qv49NtNa1fd4=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2023/B/J/XD8iBCQCW8rYYLnLA1lw/padilha.jpg,Valor,0.050858784,0.10143306,0.84770817
XP dá à TIM Brasil o maior preço-alvo do sellside e diz que telcos merecem prêmio,https://braziljournal.com/tag/research/,,,,Brazil Journal,0.050858784,0.10143306,0.84770817
"Preços da indústria caem 0,31% em janeiro, terceira queda consecutiva",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39320-precos-da-industria-caem-0-31-em-janeiro-terceira-queda-consecutiva.html,"O setor de refino de petróleo e biocombustíveis (-4,77%) foi o que teve variação mais intensa e maior influência (-0,51 p.p.) no IPP de janeiro - Foto: André Motta de Souza/Petrobras Pela terceira vez consecutiva, os preços da indústria nacional...",2024-03-05 09:00:00,,IBGE,0.050858784,0.10143306,0.84770817
INSS suspende bloqueio de aposentadoria por falta de prova de vida até o fim do ano,https://valor.globo.com/brasil/noticia/2024/03/20/inss-suspende-bloqueio-de-aposentadoria-por-falta-de-prova-de-vida-ate-o-fim-do-ano.ghtml,        A exigência da prova de vida é feita para quem rec...  ,2024-03-20 17:12:11+00:00,https://s2-valor.glbimg.com/qn6PQPUXWt6rWL8s8lo1HdDgfXI=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2023/f/I/xEa8mTSG6TYbWLH7SyAg/64-1.jpg,Valor,0.028962221,0.9370995,0.033938304
Goldman eleva Bradesco para ‘neutro’; preço de tela “já reflete os riscos”,https://braziljournal.com/tag/research/,,,,Brazil Journal,0.028962221,0.9370995,0.033938304
"Índice de Preços ao Produtor (IPP) é de -0,31% em janeiro",http://agenciadenoticias.ibge.gov.br/agencia-sala-de-imprensa/2013-agencia-de-noticias/releases/39319-indice-de-precos-ao-produtor-ipp-e-de-0-31-em-janeiro.html,"Em janeiro de 2024, os preços da indústria variaram -0,31% frente a dezembro de 2023, terceiro resultado negativo seguido. Nessa comparação, 8 das 24 atividades industriais tiveram redução de preços. O acumulado em 12 meses ficou em -5,56%. Em janeiro de...",2024-03-05 09:00:00,,IBGE,0.028962221,0.9370995,0.033938304
"Brasil tem quase 2 milhões de casos prováveis de dengue, aponta Ministério da Saúde",https://valor.globo.com/brasil/noticia/2024/03/20/brasil-tem-quase-2-milhoes-de-casos-provaveis-de-dengue-aponta-ministerio-da-saude.ghtml,        Onze Estados e 350 municípios declararam estado de...  ,2024-03-20 17:07:54+00:00,https://s2-valor.glbimg.com/ZCKKTSLFOfDQUn6a7YGM_M7h-2s=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/2/2/fxDldIQiKfwvYk7qtSuA/106247922-osasco-20sp-2015-03-2024-20-20equipes-20da-20zoonoses-20realizam-20trabalho-20de-20campo-20no-20combate-20aos-20f.jpg,Valor,0.031240426,0.9346993,0.03406035
Ibovespa está “oversold”; saques nos fundos caíram antes do Carnaval,https://braziljournal.com/tag/bolsa-de-valores/,,,,Brazil Journal,0.031240426,0.9346993,0.03406035
Já está disponível a Agenda IBGE de 4 a 10 de março,http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39312-ja-esta-disponivel-a-agenda-ibge-de-4-a-10-de-marco.html,"Agenda IBGE traz a programação do instituto para a semana - Foto: Bel Corção/Brasil com S O IBGE divulgou hoje (4), às 9h, a Agenda IBGE. Com reuniões internas e externas, eventos e atividades, a Agenda traz a programação do Instituto para a semana dos...",2024-03-04 09:00:00,,IBGE,0.031240426,0.9346993,0.03406035
"Bolsas da Europa fecham sem direção única, de olho em Fed e com perdas no setor de luxo",https://valor.globo.com/financas/noticia/2024/03/20/bolsas-da-europa-fecham-sem-direcao-unica-de-olho-em-fed-e-com-perdas-no-setor-de-luxo.ghtml,"        O índice Stoxx 600 subiu 0,02%, o DAX, de Frankfur...  ",2024-03-20 17:06:00+00:00,https://s2-valor.glbimg.com/jlxZgiBIOdcGuIuxcixIFP7b6G4=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2019/7/V/hAQ41QS8mJgNntwEmVQQ/004out19.jpg,Valor,0.02683767,0.93844867,0.034713622
México: a próxima fronteira da Localiza,https://braziljournal.com/tag/research/,,,,Brazil Journal,0.02683767,0.93844867,0.034713622
"Com alta recorde da Agropecuária, PIB fecha 2023 em 2,9%",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39306-com-alta-recorde-da-agropecuaria-pib-fecha-2023-em-2-9.html,Agropecuária apresentou o crescimento recorde em 2023 com aumento na produção de milho e soja - Foto - Jaelson Lucas-AEN-PR O Produto Interno Bruto (PIB) do país apresentou estabilidade no quarto trimestre de 2023 e encerrou o ano com crescimento de...,2024-03-01 09:00:00,,IBGE,0.02683767,0.93844867,0.034713622
"G20 brasileiro tem espaço mais autônomo e livre para discussões, dizem organizações",https://valor.globo.com/brasil/g20-no-brasil/noticia/2024/03/20/g20-brasileiro-tem-espao-mais-autnomo-e-livre-para-discusses-dizem-organizaes.ghtml,        “Existe grande expectativa de que o C20 no Brasil...  ,2024-03-20 17:02:36+00:00,https://s2-valor.glbimg.com/RiRUA2F8u4VpyofPwFZOC5_cbbk=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/r/w/FyLcCiQLu2AEDjafAtzg/g20-2008.jpg,Valor,0.4091791,0.045146603,0.5456743
"Nubank, XP e Stone podem entrar no MSCI Brazil",https://braziljournal.com/tag/bolsa-de-valores/,,,,Brazil Journal,0.4091791,0.045146603,0.5456743
"PIB cresce 2,9% em 2023 e fecha o ano em R$ 10,9 trilhões",http://agenciadenoticias.ibge.gov.br/agencia-sala-de-imprensa/2013-agencia-de-noticias/releases/39303-pib-cresce-2-9-em-2023-e-fecha-o-ano-em-r-10-9-trilhoes.html,"Em 2023, o PIB (Produto Interno Bruto) cresceu 2,9% frente a 2022. Houve crescimentos na Agropecuária (15,1%), na Indústria (1,6%) e em Serviços (2,4%). Período de comparação Indicadores PIB AGROP INDUS SERV FBCF CONS. FAM CONS. GOV Trimestre / trimestre...",2024-03-01 09:00:00,,IBGE,0.4091791,0.045146603,0.5456743
"Boeing vai queimar mais caixa que o esperado no 1º tri, diz diretor financeiro",https://valor.globo.com/empresas/noticia/2024/03/20/boeing-vai-queimar-mais-caixa-que-o-esperado-no-1o-tri-diz-diretor-financeiro.ghtml,        Brian West diz empresa deve sentir um impacto acim...  ,2024-03-20 17:01:31+00:00,https://s2-valor.glbimg.com/eGwjRLUrc6g3e6wrCReiYoO81Nk=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2023/M/e/NC7BqLSxiQy1MhR15yOw/400022720.jpg,Valor,0.03464945,0.9319994,0.033351135
"BRADESCO – EXCLUSIVO: Noronha promete melhora gradual, briga por mercado e guidance “pé no chāo”",https://braziljournal.com/tag/servicos-financeiros/,,,,Brazil Journal,0.03464945,0.9319994,0.033351135
"Taxa de desocupação fica em 7,6% no tri encerrado em janeiro, enquanto ocupação e rendimento crescem ",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39284-taxa-de-desocupacao-fica-em-7-6-no-tri-encerrado-em-janeiro-enquanto-ocupacao-e-rendimento-crescem.html,"Setor de Transportes, Armazenagem e Correios foi um dos que mais contribuíram para o aumento da população ocupada. Foto: Freepik A taxa de desocupação para o trimestre móvel encerrado em janeiro de 2024 ficou em 7,6%, mesmo percentual do trimestre móvel...",2024-02-29 09:00:00,,IBGE,0.03464945,0.9319994,0.033351135
"Empreendedores negros e mulheres têm mais medo do fracasso, diz pesquisa",https://valor.globo.com/carreira/noticia/2024/03/20/empreendedores-negros-e-mulheres-tem-mais-medo-do-fracasso-diz-pesquisa.ghtml,        Levantamento também mostra como adversidades impac...  ,2024-03-20 17:00:07+00:00,https://s2-valor.glbimg.com/768cfuPLg03jlXSfJF_idF6JsEE=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/4/5/hpvWdVSsyuNUTElDRSUg/linkedin-sales-solutions-qgyvorvddd8-unsplash.jpg,Valor,0.0384368,0.8142218,0.14734145
Como avançar em diversidade e inclusão: o caso da Vale,https://braziljournal.com/on-business/como-avancar-em-diversidade-e-inclusao-o-caso-da-vale/,,2024-03-14 19:24:32.780253,,Brazil Journal,0.0384368,0.8142218,0.14734145
"PNAD Contínua: taxa de desocupação é de 7,6% e taxa de subutilização é de 17,6% no trimestre encerrado em janeiro",http://agenciadenoticias.ibge.gov.br/agencia-sala-de-imprensa/2013-agencia-de-noticias/releases/39283-pnad-continua-taxa-de-desocupacao-e-de-7-6-e-taxa-de-subutilizacao-e-de-17-6-no-trimestre-encerrado-em-janeiro.html,"A taxa de desocupação (7,6%) no trimestre encerrado em janeiro de 2024 ficou estável frente ao trimestre de agosto a outubro de 2024 (7,6%) e caiu 0,7 p.p. ante o mesmo trimestre móvel de 2023 (8,4%). Indicador/Período Nov-Dez-Jan 2024 Ago-Set-Out 2023...",2024-02-29 09:00:00,,IBGE,0.0384368,0.8142218,0.14734145
"Após ETF de bitcoin, BlackRock planeja oferta de fundo de ativos tokenizados",https://valor.globo.com/financas/criptomoedas/noticia/2024/03/20/apos-etf-de-bitcoin-blackrock-planeja-oferta-de-fundo-de-ativos-tokenizados.ghtml,        Veículo será voltado a investidores institucionais...  ,2024-03-20 16:58:40+00:00,https://s2-valor.glbimg.com/E27mORka4s64_KkXQdeJALm1dRI=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2022/G/Z/DH9NZSRn2QISQ7Tb6yVg/foto14fin-301-black-c2.jpg,Valor,0.084493764,0.056971133,0.8585351
Mulheres na mineração: a diversidade ganhando quilate,https://braziljournal.com/on-business/mulheres-na-mineracao-a-diversidade-ganhando-quilate/,,2024-03-14 19:24:32.780568,,Brazil Journal,0.084493764,0.056971133,0.8585351
"IBGE debate ODS, estatísticas para inclusão e integração regional na 55ª Sessão da Comissão de Estatística da ONU",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/39288-ibge-debate-ods-estatisticas-para-inclusao-e-integracao-regional-na-55-sessao-da-comissao-de-estatistica-da-onu.html,"No primeiro dia da 55ª Sessão da Comissão de Estatística da ONU, a delegação do IBGE participou de debates sobre os ODS - Foto: Acervo IBGE No primeiro dia da 55ª Sessão da Comissão de Estatística da ONU, realizada na cidade de Nova York, nos Estados...",2024-02-28 16:55:04,,IBGE,0.084493764,0.056971133,0.8585351
Criminosos usam show de Caetano Veloso e Maria Bethânia para dar golpe em fãs,https://valor.globo.com/empresas/noticia/2024/03/20/criminosos-usam-show-de-caetano-veloso-e-maria-betania-para-dar-golpe-em-fas.ghtml,"        Nas redes sociais, usuários reclamaram que caíram...  ",2024-03-20 16:32:24+00:00,https://s2-valor.glbimg.com/23m-qMdBU-jyZtFTQzYjpQO80aE=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/L/d/qjtKdvSm6nwLIs9rZpVg/site-oficial.jpeg,Valor,0.029215658,0.93391764,0.036866646
Inclusão econômica e transição energética são os desafios mais importantes desta era,https://braziljournal.com/on-business/inclusao-economica-e-transicao-energetica-sao-os-desafios-mais-importantes-desta-era/,,2024-03-17 19:24:32.780834,,Brazil Journal,0.029215658,0.93391764,0.036866646
